CLONE0201	a1	0	0.0190976650851147	CAB2D6
CLONE0197	a1	0.0190976650851147	0.0366256043259522	FB9A99
CLONE0200	a1	0.0366256043259522	0.0539121373259692	FF7F00
CLONE0199	a1	0.0539121373259692	0.0699317281631714	FDBF6F
CLONE0179	a1	0.0699317281631714	0.0849907132758685	FFFF99
CLONE0167	a1	0.0849907132758685	0.0998453147686865	FFFF99
CLONE0183	a1	0.0998453147686865	0.114103116091457	B2DF8A
CLONE0169	a1	0.114103116091457	0.127927624140084	A6CEE3
CLONE0191	a1	0.127927624140084	0.141719430809531	FFFF99
CLONE0196	a1	0.141719430809531	0.155332681834138	33A02C
CLONE0175	a1	0.155332681834138	0.168445934885586	FDBF6F
CLONE0194	a1	0.168445934885586	0.181412960377482	1F78B4
CLONE0193	a1	0.181412960377482	0.194354476966772	A6CEE3
CLONE0192	a1	0.194354476966772	0.207227969815776	B15928
CLONE0177	a1	0.207227969815776	0.219899754248285	CAB2D6
CLONE0190	a1	0.219899754248285	0.232450134330933	6A3D9A
CLONE0189	a1	0.232450134330934	0.244957999575904	CAB2D6
CLONE0188	a1	0.244957999575904	0.257040716444091	FF7F00
CLONE0157	a1	0.257040716444091	0.268993070534625	A6CEE3
CLONE0187	a1	0.268993070534625	0.28092273398717	FDBF6F
CLONE0185	a1	0.28092273398717	0.292682338089001	FB9A99
CLONE0176	a1	0.292682338089001	0.304340379766909	FF7F00
CLONE0181	a1	0.304340379766909	0.315062621829389	A6CEE3
CLONE0180	a1	0.315062621829389	0.325682828281441	B15928
CLONE0173	a1	0.325682828281441	0.336032814792122	FB9A99
CLONE0146	a1	0.336032814792122	0.34599856009743	1F78B4
CLONE0152	a1	0.34599856009743	0.355947954713148	FF7F00
CLONE0171	a1	0.355947954713148	0.365658343638883	B2DF8A
CLONE0172	a1	0.365658343638883	0.375368732564618	33A02C
CLONE0160	a1	0.375368732564618	0.384843957182216	33A02C
CLONE0161	a1	0.384843957182216	0.393943115939237	FB9A99
CLONE0168	a1	0.393943115939237	0.402947758559511	B15928
CLONE0140	a1	0.402947758559511	0.411924287144604	FF7F00
CLONE0145	a1	0.411924287144604	0.420737308833794	A6CEE3
CLONE0158	a1	0.420737308833794	0.429476752419827	1F78B4
CLONE0166	a1	0.429476752419827	0.438090258533461	6A3D9A
CLONE0165	a1	0.438090258533461	0.44639640884535	CAB2D6
CLONE0164	a1	0.44639640884535	0.45450823987438	FF7F00
CLONE0163	a1	0.45450823987438	0.462518035292981	FDBF6F
CLONE0162	a1	0.462518035292981	0.470493818841439	E31A1C
CLONE0156	a1	0.470493818841439	0.478078465883257	B15928
CLONE0154	a1	0.478078465883257	0.485391017963933	6A3D9A
CLONE0153	a1	0.485391017963933	0.492559019596503	CAB2D6
CLONE0114	a1	0.492559019596503	0.499581640775551	E31A1C
CLONE0150	a1	0.499581640775551	0.506596086609804	E31A1C
CLONE0149	a1	0.506596086609804	0.513117862709663	FB9A99
CLONE0148	a1	0.513117862709663	0.519274011205488	33A02C
CLONE0139	a1	0.519274011205488	0.525307415664321	FDBF6F
CLONE0142	a1	0.525307415664321	0.531308118743973	6A3D9A
CLONE0143	a1	0.531308118743973	0.537137139582927	FFFF99
CLONE0125	a1	0.537137139582927	0.542393886286219	FB9A99
CLONE0126	a1	0.542393886286219	0.547528002817584	E31A1C
CLONE0138	a1	0.547528002817584	0.552434215085666	E31A1C
CLONE0121	a1	0.552434215085666	0.557339421962766	A6CEE3
CLONE0135	a1	0.557339421962766	0.562203119393169	B2DF8A
CLONE0136	a1	0.562203119393169	0.567066816823572	33A02C
CLONE0127	a1	0.567066816823572	0.571865744218335	FDBF6F
CLONE0134	a1	0.571865744218335	0.57656788526556	1F78B4
CLONE0116	a1	0.57656788526556	0.581007097489336	FF7F00
CLONE0128	a1	0.581007097489336	0.585446309713112	FF7F00
CLONE0133	a1	0.585446309713112	0.589859349864124	A6CEE3
CLONE0123	a1	0.589859349864124	0.594126879847201	B2DF8A
CLONE0131	a1	0.594126879847201	0.598361357679965	FFFF99
CLONE0106	a1	0.598361357679965	0.602375451974392	6A3D9A
CLONE0122	a1	0.602375451974392	0.606266916096891	1F78B4
CLONE0124	a1	0.606266916096891	0.61011876039055	33A02C
CLONE0107	a1	0.61011876039055	0.613961172444278	FFFF99
CLONE0118	a1	0.613961172444278	0.617770883118826	6A3D9A
CLONE0120	a1	0.617770883118826	0.621359135418878	B15928
CLONE0115	a1	0.621359135418878	0.624825481612029	FDBF6F
CLONE0110	a1	0.624825481612029	0.628259126425999	1F78B4
CLONE0119	a1	0.628259126425999	0.631626301570124	FFFF99
CLONE0111	a1	0.631626301570124	0.634929140867372	B2DF8A
CLONE0117	a1	0.634929140867372	0.638231980164619	CAB2D6
CLONE0091	a1	0.638231980164619	0.641305909807602	FDBF6F
CLONE0079	a1	0.641305909807602	0.644289910657838	FDBF6F
CLONE0112	a1	0.644289910657838	0.647197925555037	33A02C
CLONE0094	a1	0.647197925555037	0.649977542785394	6A3D9A
CLONE0105	a1	0.649977542785394	0.652699932602184	CAB2D6
CLONE0109	a1	0.652699932602184	0.655386870343456	A6CEE3
CLONE0108	a1	0.655386870343456	0.658065305117192	B15928
CLONE0093	a1	0.658065305117192	0.660607837348489	CAB2D6
CLONE0096	a1	0.660607837348489	0.663084966821424	B15928
CLONE0104	a1	0.663084966821424	0.665537570259974	FF7F00
CLONE0102	a1	0.665537570259974	0.66790139523489	E31A1C
CLONE0100	a1	0.66790139523489	0.670095160859093	33A02C
